Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Credit cards,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
666b39f083513f725b15059d,581203dd9db7230001b58365,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:00.626000Z,2024-06-13T18:29:17.209000Z,,2024-06-13T18:29:19.042662Z,137.0,CNJ99TX5,1530,MasterCard,37,Male,White,United States,United States,United States,English,No,Full-Time
666b39f1a4df06a51fc5f01b,646d3710dea5554a4b83d2a2,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:24.777000Z,2024-06-13T18:36:47.693000Z,,2024-06-13T18:36:48.409791Z,563.0,CNJ99TX5,2437,"Visa, MasterCard, American Express",73,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
666b39f2125953ffc2ce9357,5ec79b5033c65502ce2acade,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:02.575000Z,2024-06-13T18:30:09.474000Z,,2024-06-13T18:30:10.230962Z,187.0,CNJ99TX5,1686,Other,24,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
666b39f8f2fc0bd7088b084e,582383e997b5100001b9bb09,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:12.788000Z,2024-06-13T18:30:04.485000Z,,2024-06-13T18:30:08.686955Z,172.0,CNJ99TX5,560,"Visa, MasterCard, American Express",37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
666b3a021bdf11d1ed93eb44,58c38ef58158840001b5c230,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:19.143000Z,2024-06-13T18:31:10.378000Z,,2024-06-13T19:31:19.703946Z,232.0,CNJ99TX5,3694,Visa,36,Male,White,United States,United States,United States,English,No,Full-Time
666b3a040c5d5a5a09564ee0,632a385defc440ca225a32b4,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:25.413000Z,2024-06-13T18:31:31.506000Z,,2024-06-13T18:31:32.028775Z,187.0,CNJ99TX5,3939,Visa,29,Male,Asian,United States,United States,United States,English,Yes,Part-Time
666b3a06e95b19ef77458176,630b7edba049cf405f50aa89,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:25.765000Z,2024-06-13T18:32:02.160000Z,,2024-06-13T20:05:21.399216Z,277.0,CNJ99TX5,758,"Visa, MasterCard",40,Male,White,United States,United States,United States,English,No,Full-Time
666b3a0af492f510c683d033,5e00f9a211999fcea4169800,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:36.061000Z,2024-06-13T18:33:56.809000Z,,2024-06-13T21:40:37.806971Z,381.0,CNJ99TX5,626,Visa,65,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
666b3a0b70a69bdf0ebffea7,63ecfea248ea89e9bb6b2a9a,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:29.894000Z,2024-06-13T18:31:46.897000Z,,2024-06-13T18:31:47.632960Z,258.0,CNJ99TX5,2947,"Visa, MasterCard",36,Male,Asian,United States,United States,United States,English,No,Full-Time
666b3a0e0e7369d6a203413c,60ceeec3a0bed4a1e603b8d7,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:29.595000Z,2024-06-13T18:32:05.132000Z,,2024-06-13T18:32:06.078627Z,276.0,CNJ99TX5,4973,"Visa, MasterCard",33,Male,Asian,Japan,United States,United States,Japanese,No,Full-Time
